2.35938 0
3.64062 0
3.51562 0
2.79688 0
2.64062 0
2.48438 0
1.71875 0
1.52344 0
2.71875 0
3.90625 0
3.67188 0
2.82812 0
2.5625 0
2.29688 0
1.4375 0
1.17188 0
2.32812 0
3.48438 0
3.23438 0
2.40625 0
2.17188 0
1.94531 0
1.14844 0
0.945312 0
2.15625 0
3.375 0
3.1875 0
2.40625 0
2.21875 0
2.01562 0
1.23438 0
1.03906 0
2.25 0
3.46875 0
3.28125 0
2.5 0
2.3125 0
2.125 0
1.35938 0
1.17969 0
2.42188 0
3.67188 0
3.51562 0
2.76562 0
2.59375 0
2.42188 0
1.64844 0
1.46094 0
2.67188 0
3.85938 0
3.625 0
2.79688 0
2.54688 0
2.26562 0
1.40625 0
1.11719 0
2.25 0
3.375 0
3.10938 0
2.25 0
2 0
1.76562 0
0.957031 0
0.757812 0
1.98438 0
3.23438 0
3.07812 0
2.35938 0
2.21875 0
2.09375 0
1.375 0
1.24219 0
2.51562 0
3.78125 0
3.60938 0
2.84375 0
2.65625 0
2.45312 0
1.64844 0
1.42188 0
2.59375 0
3.76562 0
3.51562 0
2.6875 0
2.4375 0
2.20312 0
1.375 0
1.14062 0
2.32812 0
3.51562 0
3.29688 0
2.48438 0
2.26562 0
2.04688 0
1.25 0
1.03125 0
2.21875 0
3.40625 0
3.1875 0
2.375 0
2.15625 0
1.9375 0
1.14062 0
0.933594 0
2.15625 0
3.375 0
3.20312 0
2.45312 0
2.29688 0
2.14062 0
1.41406 0
1.27344 0
2.54688 0
3.8125 0
3.65625 0
2.90625 0
2.71875 0
2.53125 0
1.72656 0
1.5 0
2.67188 0
3.8125 0
3.54688 0
2.67188 0
2.39062 0
2.09375 0
1.22656 0
0.945312 0
2.09375 0
3.25 0
3 0
2.1875 0
1.98438 0
1.79688 0
1.03125 0
0.867188 0
2.125 0
3.39062 0
3.25 0
2.51562 0
2.35938 0
2.21875 0
1.46094 0
1.28906 0
2.53125 0
3.75 0
